AllCCS ID,Name,Structure,Formula,Type,Adduct,m/z,CCS,Confidence level,Update date
AllCCS00000096,Adenosine-3'-5'-Diphosphate,C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(OP(O)(O)=O)[H])[H])OP(O)(O)=O,C10H15N5O10P2,Experimental CCS,[M-H]-,426.0221,184.2,1,2019-08-12
AllCCS00000096,Adenosine-3'-5'-Diphosphate,C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(OP(O)(O)=O)[H])[H])OP(O)(O)=O,C10H15N5O10P2,Experimental CCS,[M-H2O-H]-,408.0115,179.5,3,2019-08-12
AllCCS00000096,Adenosine-3'-5'-Diphosphate,C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(OP(O)(O)=O)[H])[H])OP(O)(O)=O,C10H15N5O10P2,Experimental CCS,[M+Na-2H]-,448.0041,188.7,1,2019-08-12
AllCCS00000097,2'-Deoxyinosine,C1C(C(CO)(OC1(N2C=NC3=C2N=CN=C3O)[H])[H])(O)[H],C10H12N4O4,Experimental CCS,[M+H]+,253.0932,151.9,3,2019-08-12
AllCCS00000097,2'-Deoxyinosine,C1C(C(CO)(OC1(N2C=NC3=C2N=CN=C3O)[H])[H])(O)[H],C10H12N4O4,Experimental CCS,[M-H]-,251.0786,153.4,3,2019-08-12
AllCCS00000098,Deoxyguanosine,C1C(C(CO)(OC1(N2C=NC3=C2NC(=N)N=C3O)[H])[H])(O)[H],C10H13N5O4,Experimental CCS,[M+Na]+,290.0861,172.0,1,2019-08-12
AllCCS00000098,Deoxyguanosine,C1C(C(CO)(OC1(N2C=NC3=C2NC(=N)N=C3O)[H])[H])(O)[H],C10H13N5O4,Experimental CCS,[M+K]+,306.06,171.7,1,2019-08-12
AllCCS00000098,Deoxyguanosine,C1C(C(CO)(OC1(N2C=NC3=C2NC(=N)N=C3O)[H])[H])(O)[H],C10H13N5O4,Experimental CCS,[M-H]-,266.0895,158.4,2,2019-08-12
AllCCS00000099,Deoxyadenosine,C1C(C(CO)(OC1(N2C=NC3=C(N)N=CN=C32)[H])[H])(O)[H],C10H13N5O3,Experimental CCS,[M+H]+,252.1091,157.6,Conflict,2019-08-12
AllCCS00000099,Deoxyadenosine,C1C(C(CO)(OC1(N2C=NC3=C(N)N=CN=C32)[H])[H])(O)[H],C10H13N5O3,Experimental CCS,[M+Na]+,274.0911,163.6,Conflict,2019-08-12
AllCCS00000099,Deoxyadenosine,C1C(C(CO)(OC1(N2C=NC3=C(N)N=CN=C32)[H])[H])(O)[H],C10H13N5O3,Experimental CCS,[M-H]-,250.0945,155.9,Conflict,2019-08-12
AllCCS00000099,Deoxyadenosine,C1C(C(CO)(OC1(N2C=NC3=C(N)N=CN=C32)[H])[H])(O)[H],C10H13N5O3,Experimental CCS,[M+Na-2H]-,272.0765,157.6,3,2019-08-12
AllCCS00000100,Inosine triphosphate,C(C1(C(C(C(N2C=NC3=C2N=CN=C3O)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(=O)OP(O)(O)=O,C10H15N4O14P3,Experimental CCS,[M+H]+,508.9871,192.6,2,2019-08-12
AllCCS00000100,Inosine triphosphate,C(C1(C(C(C(N2C=NC3=C2N=CN=C3O)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(=O)OP(O)(O)=O,C10H15N4O14P3,Experimental CCS,[M+Na]+,530.9691,196.6,1,2019-08-12
AllCCS00000100,Inosine triphosphate,C(C1(C(C(C(N2C=NC3=C2N=CN=C3O)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(=O)OP(O)(O)=O,C10H15N4O14P3,Experimental CCS,[M-H]-,506.9725,188.5,2,2019-08-12
AllCCS00000100,Inosine triphosphate,C(C1(C(C(C(N2C=NC3=C2N=CN=C3O)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(=O)OP(O)(O)=O,C10H15N4O14P3,Experimental CCS,[M+Na-2H]-,528.9545,182.8,3,2019-08-12
AllCCS00000801,Hexylresorcinol,CCCCCCC=1C=CC(=CC1O)O,C12H18O2,Experimental CCS,[M+H]+,195.138,129.0,3,2019-08-12
AllCCS00000802,Mepyramine,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2,C17H23N3O,Experimental CCS,[M+H]+,286.1914,168.1,3,2019-08-12
AllCCS00000803,Hydroxyzine,C1=CC=C(C=C1)C(C2=CC=C(C=C2)Cl)N3CCN(CC3)CCOCCO,C21H27ClN2O2,Experimental CCS,[M+H]+,375.1834,195.4,3,2019-08-12
AllCCS00000804,Indapamide,CC1CC2=CC=CC=C2N1N=C(C=3C=CC(=C(C3)S(N)(=O)=O)Cl)O,C16H16ClN3O3S,Experimental CCS,[M+H]+,366.0674,184.6,3,2019-08-12
AllCCS00000805,Salbutamol,CC(C)(C)NCC(C=1C=CC(=C(C1)CO)O)O,C13H21NO3,Experimental CCS,[M+H]+,240.1594,159.5,2,2022-10-08
AllCCS00000805,Salbutamol,CC(C)(C)NCC(C=1C=CC(=C(C1)CO)O)O,C13H21NO3,Experimental CCS,[M-H]-,238.1448,166.6,3,2022-10-08
AllCCS00000806,Roxarsone,C1=CC(=C(C=C1[As](O)(O)=O)N(=O)=O)O,C6H6AsNO6,Experimental CCS,[M+H]+,263.9484,145.5,3,2019-08-12
AllCCS00000807,Salicylamide,C1=CC=C(C(=C1)C(=N)O)O,C7H7NO2,Experimental CCS,[M+H]+,138.055,124.7,1,2019-08-12
AllCCS00000807,Salicylamide,C1=CC=C(C(=C1)C(=N)O)O,C7H7NO2,Experimental CCS,[M-H]-,136.0404,121.9,2,2019-08-12
AllCCS00000808,Butamben,CCCCOC(C1=CC=C(C=C1)N)=O,C11H15NO2,Experimental CCS,[M+H]+,194.1176,159.4,3,2019-08-12
AllCCS00000809,Isopropamide,CC(C)[N+](C)(CCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=N)O)C(C)C,C23H33N2O,Experimental CCS,[M+H]+,354.2666,186.9,3,2019-08-12
AllCCS00000810,Isoprenaline,CC(C)NCC(C=1C=CC(=C(C1)O)O)O,C11H17NO3,Experimental CCS,[M+H]+,212.1281,151.2,2,2022-10-08
AllCCS00000811,Dioxybenzone,COC=1C=CC(=C(C1)O)C(C2=CC=CC=C2O)=O,C14H12O4,Experimental CCS,[M+H]+,245.0809,150.0,3,2019-08-12
AllCCS00000812,Isoxsuprine Hydrochloride,CC(COC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O,C18H23NO3,Experimental CCS,[M+H]+,302.1751,172.9,2,2022-10-08
AllCCS00000812,Isoxsuprine Hydrochloride,CC(COC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O,C18H23NO3,Experimental CCS,[M-H]-,300.1605,168.3,3,2022-10-08
AllCCS00000813,Sulfabenzamide,C1=CC=C(C=C1)C(=NS(C2=CC=C(C=C2)N)(=O)=O)O,C13H12N2O3S,Experimental CCS,[M+H]+,277.0642,158.2,3,2019-08-12
AllCCS00000814,Sulfacetamide,CC(=NS(C1=CC=C(C=C1)N)(=O)=O)O,C8H10N2O3S,Experimental CCS,[M+H]+,215.0485,144.1,Conflict,2022-10-08
AllCCS00000814,Sulfacetamide,CC(=NS(C1=CC=C(C=C1)N)(=O)=O)O,C8H10N2O3S,Experimental CCS,[M+Na]+,237.0305,152.8,3,2022-10-08
AllCCS00000814,Sulfacetamide,CC(=NS(C1=CC=C(C=C1)N)(=O)=O)O,C8H10N2O3S,Experimental CCS,[M-H]-,213.0339,145.9,3,2022-10-08
AllCCS00000815,Sulfadiazine,C1=CN=C(N=C1)NS(C2=CC=C(C=C2)N)(=O)=O,C10H10N4O2S,Experimental CCS,[M+H]+,251.0597,151.4,Conflict,2022-10-08
AllCCS00000815,Sulfadiazine,C1=CN=C(N=C1)NS(C2=CC=C(C=C2)N)(=O)=O,C10H10N4O2S,Experimental CCS,[M+Na]+,273.0417,161.8,2,2022-10-08
AllCCS00000815,Sulfadiazine,C1=CN=C(N=C1)NS(C2=CC=C(C=C2)N)(=O)=O,C10H10N4O2S,Experimental CCS,[M-H]-,249.0451,155.4,3,2022-10-08
AllCCS00000816,Sulfamerazine,CC=1C=CN=C(N1)NS(C2=CC=C(C=C2)N)(=O)=O,C11H12N4O2S,Experimental CCS,[M+H]+,265.0754,156.9,2,2022-10-08
AllCCS00000816,Sulfamerazine,CC=1C=CN=C(N1)NS(C2=CC=C(C=C2)N)(=O)=O,C11H12N4O2S,Experimental CCS,[M+Na]+,287.0574,168.3,3,2022-10-08
AllCCS00000816,Sulfamerazine,CC=1C=CN=C(N1)NS(C2=CC=C(C=C2)N)(=O)=O,C11H12N4O2S,Experimental CCS,[M-H]-,263.0608,161.3,3,2022-10-08
AllCCS00000817,Sulfamethazine,CC1=CC(C)=NC(=N1)NS(C2=CC=C(C=C2)N)(=O)=O,C12H14N4O2S,Experimental CCS,[M+H]+,279.091,162.4,2,2022-10-08
AllCCS00000817,Sulfamethazine,CC1=CC(C)=NC(=N1)NS(C2=CC=C(C=C2)N)(=O)=O,C12H14N4O2S,Experimental CCS,[M+Na]+,301.073,171.7,2,2022-10-08
AllCCS00000817,Sulfamethazine,CC1=CC(C)=NC(=N1)NS(C2=CC=C(C=C2)N)(=O)=O,C12H14N4O2S,Experimental CCS,[M-H]-,277.0764,167.0,3,2022-10-08
AllCCS00000818,Sulfapyridine,C1=CC=NC(=C1)NS(C2=CC=C(C=C2)N)(=O)=O,C11H11N3O2S,Experimental CCS,[M+H]+,250.0645,148.9,Conflict,2022-10-08
AllCCS00000818,Sulfapyridine,C1=CC=NC(=C1)NS(C2=CC=C(C=C2)N)(=O)=O,C11H11N3O2S,Experimental CCS,[M+Na]+,272.0465,164.2,2,2022-10-08
AllCCS00000818,Sulfapyridine,C1=CC=NC(=C1)NS(C2=CC=C(C=C2)N)(=O)=O,C11H11N3O2S,Experimental CCS,[M-H]-,248.0499,156.5,3,2022-10-08
AllCCS00000819,Diphenylpyraline,CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3,C19H23NO,Experimental CCS,[M+H]+,282.1853,173.8,3,2019-08-12
AllCCS00000820,Mepenzolate,C[N+]1(C)CCCC(C1)OC(C(C2=CC=CC=C2)(C3=CC=CC=C3)O)=O,C21H26NO3,Experimental CCS,[M+H]+,341.1986,180.7,3,2019-08-12
AllCCS00000821,Doxylamine,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,C17H22N2O,Experimental CCS,[M+H]+,271.1805,162.6,3,2019-08-12
AllCCS00000822,Sulfathiazole,C=1C=C(C=CC1N)S(NC2=NC=CS2)(=O)=O,C9H9N3O2S2,Experimental CCS,[M+H]+,256.0209,150.2,2,2022-10-08
AllCCS00000822,Sulfathiazole,C=1C=C(C=CC1N)S(NC2=NC=CS2)(=O)=O,C9H9N3O2S2,Experimental CCS,[M+Na]+,278.0029,164.6,3,2022-10-08
AllCCS00000822,Sulfathiazole,C=1C=C(C=CC1N)S(NC2=NC=CS2)(=O)=O,C9H9N3O2S2,Experimental CCS,[M-H]-,254.0063,153.8,3,2022-10-08
AllCCS00000823,Sulfinpyrazone,C1=CC=C(C=C1)N2C(C(CCS(C3=CC=CC=C3)=O)C(N2C4=CC=CC=C4)=O)=O,C23H20N2O3S,Experimental CCS,[M+H]+,405.1268,193.5,3,2019-08-12
AllCCS00000824,Sulfisoxazole,CC=1C(C)=NOC1NS(C2=CC=C(C=C2)N)(=O)=O,C11H13N3O3S,Experimental CCS,[M+H]+,268.0751,158.2,2,2022-10-08
AllCCS00000825,Terbutaline,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O,C12H19NO3,Experimental CCS,[M+H]+,226.1438,155.4,2,2022-10-08
AllCCS00000825,Terbutaline,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O,C12H19NO3,Experimental CCS,[M+Na]+,248.1258,166.4,3,2022-10-08
AllCCS00000825,Terbutaline,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O,C12H19NO3,Experimental CCS,[M-H]-,224.1292,161.8,3,2022-10-08
AllCCS00000826,Tetracaine,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,C15H24N2O2,Experimental CCS,[M+H]+,265.1911,172.6,3,2019-08-12
AllCCS00000827,Tetryzoline,C1=CC=C2C(=C1)CCCC2C3=NCCN3,C13H16N2,Experimental CCS,[M+H]+,201.1386,145.9,3,2019-08-12
AllCCS00000828,Miconazole,C1=CC(=CC(=C1COC(CN2C=CN=C2)C=3C=CC(=CC3Cl)Cl)Cl)Cl,C18H14Cl4N2O,Experimental CCS,[M+H]+,414.9933,189.4,3,2019-08-12
AllCCS00000829,Flutamide,CC(C)C(=NC=1C=CC(=C(C1)C(F)(F)F)N(=O)=O)O,C11H11F3N2O3,Experimental CCS,[M+H]+,277.0795,160.0,3,2019-08-12
AllCCS00000830,Tolazoline,C1=CC=C(C=C1)CC2=NCCN2,C10H12N2,Experimental CCS,[M+H]+,161.1073,135.1,3,2019-08-12
AllCCS00000831,Tolbutamide,CCCCN=C(NS(C1=CC=C(C)C=C1)(=O)=O)O,C12H18N2O3S,Experimental CCS,[M+H]+,271.1111,161.9,3,2019-08-12
AllCCS00000832,Fenoterol,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O,C17H21NO4,Experimental CCS,[M+H]+,304.1544,173.4,Conflict,2022-10-08
AllCCS00000832,Fenoterol,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O,C17H21NO4,Experimental CCS,[M+Na]+,326.1364,176.5,3,2022-10-08
AllCCS00000832,Fenoterol,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O,C17H21NO4,Experimental CCS,[M-H]-,302.1398,168.9,3,2022-10-08
AllCCS00000833,Mebeverine,CCN(CCCCOC(C=1C=CC(=C(C1)OC)OC)=O)C(C)CC2=CC=C(C=C2)OC,C25H35NO5,Experimental CCS,[M+H]+,430.2588,205.7,3,2019-08-12
AllCCS00000834,Capsaicin,CC(C)C(=C(CCCCC(=NCC=1C=CC(=C(C1)OC)O)O)[H])[H],C18H27NO3,Experimental CCS,[M+H]+,306.2064,181.6,3,2019-08-12
AllCCS00000835,Labetalol,CC(CCC1=CC=CC=C1)NCC(C=2C=CC(=C(C2)C(=N)O)O)O,C19H24N2O3,Experimental CCS,[M+H]+,329.186,177.6,3,2019-08-12
AllCCS00000836,Benzoylpas,C1=CC=C(C=C1)C(=NC=2C=CC(=C(C2)O)C(=O)O)O,C14H11NO4,Experimental CCS,[M+H]+,258.0761,156.3,3,2019-08-12
AllCCS00000837,Capobenic Acid,COC=1C=C(C=C(C1OC)OC)C(=NCCCCCC(=O)O)O,C16H23NO6,Experimental CCS,[M+H]+,326.1598,176.9,3,2019-08-12
AllCCS00000838,Glipizide,CC1=CN=C(C=N1)C(=NCCC2=CC=C(C=C2)S(NC(=NC3CCCCC3)O)(=O)=O)O,C21H27N5O4S,Experimental CCS,[M+H]+,446.1857,196.5,3,2019-08-12
AllCCS00000839,Bretylium,CC[N+](C)(C)CC1=CC=CC=C1Br,C11H17BrN,Experimental CCS,[M+H]+,243.0617,140.6,3,2019-08-12
AllCCS00000840,Nadolol,CC(C)(C)NCC(COC1=CC=CC=2CC(C(CC21)(O)[H])(O)[H])(O)[H],C17H27NO4,Experimental CCS,[M+H]+,310.2013,171.8,3,2019-08-12
AllCCS00000841,Naltrexone,C1CC1CN2CCC34C5=C6C=CC(=C5OC4(C(CCC3(C2(C6)[H])O)=O)[H])O,C20H23NO4,Experimental CCS,[M+H]+,342.17,176.0,3,2019-08-12
AllCCS00000842,Irbesartan,CCCCC1=NC2(CCCC2)C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)=O,C25H28N6O,Experimental CCS,[M+H]+,429.2398,202.6,2,2022-10-08
AllCCS00000842,Irbesartan,CCCCC1=NC2(CCCC2)C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)=O,C25H28N6O,Experimental CCS,[M+Na]+,451.2218,217.0,3,2022-10-08
AllCCS00000842,Irbesartan,CCCCC1=NC2(CCCC2)C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)=O,C25H28N6O,Experimental CCS,[M-H]-,427.2252,214.2,3,2022-10-08
AllCCS00000843,Oxetacaine,CC(C)(CC1=CC=CC=C1)N(C)C(CN(CCO)CC(N(C)C(C)(C)CC2=CC=CC=C2)=O)=O,C28H41N3O3,Experimental CCS,[M+H]+,468.3221,213.7,3,2019-08-12
AllCCS00000844,Sulfanitran,CC(=NC1=CC=C(C=C1)S(NC2=CC=C(C=C2)N(=O)=O)(=O)=O)O,C14H13N3O5S,Experimental CCS,[M+H]+,336.0649,173.2,3,2019-08-12
AllCCS00000845,Acetyl sulfisoxazole,CC=1C(C)=NOC1N(C(C)=O)S(C2=CC=C(C=C2)N)(=O)=O,C13H15N3O4S,Experimental CCS,[M+H]+,310.0856,161.2,3,2019-08-12
AllCCS00000846,Nafronyl Oxalate,CCN(CC)CCOC(C(CC1=CC=CC2=CC=CC=C21)CC3CCCO3)=O,C24H33NO3,Experimental CCS,[M+H]+,384.2533,189.7,3,2019-08-12
AllCCS00000847,Ritanserin,CC1=C(CCN2CCC(CC2)=C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)C(N5C=CSC5=N1)=O,C27H25F2N3OS,Experimental CCS,[M+H]+,478.1759,220.7,3,2019-08-12
AllCCS00000848,Diloxanide furoate,CN(C1=CC=C(C=C1)OC(C2=CC=CO2)=O)C(C(Cl)Cl)=O,C14H11Cl2NO4,Experimental CCS,[M+H]+,328.0138,171.7,3,2019-08-12
AllCCS00000849,Olmesartan Medoxomil,CCCC1=NC(=C(C(=O)OCC2=C(C)OC(=O)O2)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(C)(C)O,C29H30N6O6,Experimental CCS,[M+H]+,559.23,225.0,3,2019-08-12
AllCCS00000850,Tioconazole,C1=CC(=C(C=C1Cl)Cl)C(CN2C=CN=C2)OCC=3C=CSC3Cl,C16H13Cl3N2OS,Experimental CCS,[M+H]+,386.9887,180.7,3,2019-08-12
AllCCS00000851,Sibutramine,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,C17H26ClN,Experimental CCS,[M+H]+,280.1827,168.0,3,2019-08-12
AllCCS00000852,Lamotrigine,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N)NC(=N)N=N2,C9H7Cl2N5,Experimental CCS,[M+H]+,256.0152,152.9,Conflict,2022-10-07
AllCCS00000853,Terfenadine,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,C32H41NO2,Experimental CCS,[M+H]+,472.321,226.8,3,2019-08-12
AllCCS00000854,Tiapride,CCN(CC)CCN=C(C=1C=C(C=CC1OC)S(C)(=O)=O)O,C15H24N2O4S,Experimental CCS,[M+H]+,329.153,181.6,3,2019-08-12
AllCCS00000855,Naproxol,CC(CO)(C=1C=CC2=CC(=CC=C2C1)OC)[H],C14H16O2,Experimental CCS,[M+H]+,217.1223,140.0,3,2019-08-12
AllCCS00000856,Bromhexine,CN(CC1=CC(=CC(=C1N)Br)Br)C2CCCCC2,C14H20Br2N2,Experimental CCS,[M+H]+,375.0066,168.5,3,2019-08-12
AllCCS00000857,Butacaine,CCCCN(CCCC)CCCOC(C1=CC=C(C=C1)N)=O,C18H30N2O2,Experimental CCS,[M+H]+,307.238,179.0,3,2019-08-12
AllCCS00000858,Thonzylamine,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=NC=CC=N2,C16H22N4O,Experimental CCS,[M+H]+,287.1867,167.3,3,2019-08-12
AllCCS00000859,Thiamphenicol,CS(C1=CC=C(C=C1)C(C(CO)(N=C(C(Cl)Cl)O)[H])(O)[H])(=O)=O,C12H15Cl2NO5S,Experimental CCS,[M+H]+,356.0121,170.7,3,2022-10-08
AllCCS00000859,Thiamphenicol,CS(C1=CC=C(C=C1)C(C(CO)(N=C(C(Cl)Cl)O)[H])(O)[H])(=O)=O,C12H15Cl2NO5S,Experimental CCS,[M+Na]+,377.9941,172.0,3,2022-10-08
AllCCS00000859,Thiamphenicol,CS(C1=CC=C(C=C1)C(C(CO)(N=C(C(Cl)Cl)O)[H])(O)[H])(=O)=O,C12H15Cl2NO5S,Experimental CCS,[M-H]-,353.9975,179.1,3,2022-10-08
AllCCS00000860,Cinnarazine,C1=CC=C(C=C1)C(=C(CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)[H])[H],C26H28N2,Experimental CCS,[M+H]+,369.2325,203.6,3,2019-08-12
AllCCS00000861,Ethylnorepinephrine Hydrochloride,CCC(C(C=1C=CC(=C(C1)O)O)O)N,C10H15NO3,Experimental CCS,[M-H2O+H]+,180.1019,140.9,3,2019-08-12
AllCCS00000862,Venlafaxine,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,C17H27NO2,Experimental CCS,[M+H]+,278.2115,171.1,2,2022-10-08
AllCCS00000862,Venlafaxine,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,C17H27NO2,Experimental CCS,[M+Na]+,300.1935,179.6,3,2022-10-08
AllCCS00000863,Ftaxilide,CC=1C=CC=C(C)C1N=C(C2=CC=CC=C2C(=O)O)O,C16H15NO3,Experimental CCS,[M+H]+,270.1125,159.2,3,2019-08-12
AllCCS00000864,Niflumic Acid,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,C13H9F3N2O2,Experimental CCS,[M+H]+,283.0689,158.1,2,2022-10-08
AllCCS00000865,Clofibric Acid,CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl,C10H11ClO3,Experimental CCS,[M+H]+,215.047,146.6,3,2022-10-08
AllCCS00000865,Clofibric Acid,CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl,C10H11ClO3,Experimental CCS,[M-H]-,213.0324,149.4,3,2022-10-08
AllCCS00000866,Dibutyl Phthalate,CCCCOC(C1=CC=CC=C1C(=O)OCCCC)=O,C16H22O4,Experimental CCS,[M+Na]+,301.1411,180.7,3,2019-08-12
AllCCS00000867,Pentamidine,C(CCOC1=CC=C(C=C1)C(N)=N)CCOC2=CC=C(C=C2)C(N)=N,C19H24N4O2,Experimental CCS,[M+H]+,341.1972,174.5,3,2019-08-12
AllCCS00000868,Clenbuterol,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O,C12H18Cl2N2O,Experimental CCS,[M+H]+,277.0869,163.7,Conflict,2022-10-08
AllCCS00000869,Cyclandelate,CC1CC(CC(C)(C)C1)OC(C(C2=CC=CC=C2)O)=O,C17H24O3,Experimental CCS,[M+Na]+,299.1618,186.2,3,2019-08-12
AllCCS00000870,Chlormezanone,CN1C(CCS(C1C2=CC=C(C=C2)Cl)(=O)=O)=O,C11H12ClNO3S,Experimental CCS,[M+H]+,274.0299,158.2,3,2019-08-12
AllCCS00000871,Nifuroxazide,C=1C=C(C=CC1C(NN=C(C2=CC=C(N(=O)=O)O2)[H])=O)O,C12H9N3O5,Experimental CCS,[M+H]+,276.0615,154.4,3,2019-08-12
AllCCS00000872,Diacetamate,CC(=NC1=CC=C(C=C1)OC(C)=O)O,C10H11NO3,Experimental CCS,[M+H]+,194.0812,143.1,3,2019-08-12
AllCCS00000873,Metacetamol,CC(=NC=1C=CC=C(C1)O)O,C8H9NO2,Experimental CCS,[M+H]+,152.0706,130.6,3,2019-08-12
AllCCS00000874,Ambroxol Hydrochloride,C1CC(CCC1NCC2=CC(=CC(=C2N)Br)Br)O,C13H18Br2N2O,Experimental CCS,[M+H]+,376.9859,171.0,3,2019-08-12
AllCCS00000875,Florfenicol,CS(C1=CC=C(C=C1)C(C(CF)(N=C(C(Cl)Cl)O)[H])(O)[H])(=O)=O,C12H14Cl2FNO4S,Experimental CCS,[M+Na]+,379.9898,170.8,2,2022-10-08
AllCCS00000875,Florfenicol,CS(C1=CC=C(C=C1)C(C(CF)(N=C(C(Cl)Cl)O)[H])(O)[H])(=O)=O,C12H14Cl2FNO4S,Experimental CCS,[M-H]-,355.9932,174.1,3,2022-10-08
AllCCS00000876,Protriptyline,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C31,C19H21N,Experimental CCS,[M+H]+,264.1747,162.8,3,2019-08-12
AllCCS00000877,Dichlorophen,C=1C=C(C(CC2=CC(=CC=C2O)Cl)=CC1Cl)O,C13H10Cl2O2,Experimental CCS,[M+H]+,269.0131,147.4,3,2019-08-12
AllCCS00000878,Pronetalol Hydrochloride,CC(C)NCC(C=1C=CC2=CC=CC=C2C1)O,C15H19NO,Experimental CCS,[M+H]+,230.154,156.5,3,2019-08-12
AllCCS00000879,Bucetin,CCOC1=CC=C(C=C1)NC(CC(C)O)=O,C12H17NO3,Experimental CCS,[M+H]+,224.1281,152.5,3,2019-08-12
AllCCS00000880,Mesalazine,C1=CC(=C(C=C1N)C(=O)O)O,C7H7NO3,Experimental CCS,[M+H]+,154.0499,134.7,3,2019-08-12
AllCCS00000881,Etamivan,CCN(CC)C(C=1C=CC(=C(C1)OC)O)=O,C12H17NO3,Experimental CCS,[M+H]+,224.1281,149.0,3,2019-08-12
AllCCS00000882,Sildenafil,CCCC=1C2=C(C(NC(C=3C=C(C=CC3OCC)S(N4CCN(C)CC4)(=O)=O)=N2)=O)N(C)N1,C22H30N6O4S,Experimental CCS,[M+H]+,475.2122,210.8,3,2019-08-12
AllCCS00000883,Beclamide,C1=CC=C(C=C1)CN=C(CCCl)O,C10H12ClNO,Experimental CCS,[M+H]+,198.068,142.3,3,2019-08-12
AllCCS00000884,"1,3,5-Trimethoxybenzene",COC=1C=CC(=C(C1)OC)OC,C9H12O3,Experimental CCS,[M+H]+,169.0859,130.6,3,2019-08-12
AllCCS00000885,Acecainide Hydrochloride,CCN(CC)CCNC(C1=CC=C(C=C1)N=C(C)O)=O,C15H23N3O2,Experimental CCS,[M+H]+,278.1863,170.5,3,2019-08-12
AllCCS00000886,Bambuterol,CC(C)(C)NCC(C1=CC(=CC(=C1)OC(N(C)C)=O)OC(N(C)C)=O)O,C18H29N3O5,Experimental CCS,[M+H]+,368.218,190.1,2,2022-10-08
AllCCS00000887,Zoalene,CC1=C(C=C(C=C1N(=O)=O)N(=O)=O)C(=N)O,C8H7N3O5,Experimental CCS,[M+H]+,226.0459,143.7,3,2019-08-12
AllCCS00000888,Pipenzolate Bromide,CC[N+]1(C)CCCC(C1)OC(C(C2=CC=CC=C2)(C3=CC=CC=C3)O)=O,C22H28NO3,Experimental CCS,[M+H]+,355.2142,183.8,3,2019-08-12
AllCCS00000889,Gallic Acid,C1=C(C=C(C(=C1O)O)O)C(=O)O,C7H6O5,Experimental CCS,[M+H]+,171.0288,130.9,3,2019-08-12
AllCCS00000890,Bromopride,CCN(CC)CCN=C(C=1C=C(C(=CC1OC)N)Br)O,C14H22BrN3O2,Experimental CCS,[M+H]+,344.0968,173.6,3,2019-08-12
AllCCS00000891,Eticlopride Hydrochloride,CCC1=CC(=C(C(=C1O)C(=NCC2(CCCN2CC)[H])O)OC)Cl,C17H25ClN2O3,Experimental CCS,[M+H]+,341.1627,181.5,3,2019-08-12
AllCCS00000892,Cresopirine,CC=1C=CC=C(C1OC(C)=O)C(=O)O,C10H10O4,Experimental CCS,[M+H]+,195.0652,129.1,3,2019-08-12
